你開一個慶祝會的時候我不能會參加	OORROOOOOOOOOROO
對自己說：沒有人會去看那麼奇怪的電影	OOOOOOOOOOOOOOOOOO
	
雖然不算是打打殺殺的	OOOOOOOOOO
比第一個部份快	MOOOOOO
兩個部份各有各的特色	OOOOOOOOOO
	
我不要跟你說瓦力的全故事	OOOOOOOOOSOO
你去看一看	OOOOO
我答應你會很喜歡	OSSOOOOO
	
他們兩個人在露天在一起這麼久	OOOOOOSSOOOSSO
變成好朋友	OOMOO
但是過一段時間	OOOOOOO
他們互相的感覺突然超過友誼的；開始有情人的感情了	OOOOOOOOOOOMOROOOOOOOOOO
	
看過這部的大多數都會記得的一個地方一定是兩個男角色做愛的	OOOOOOOOMOOOOOOOOOOOOOOOOOOO
某些人會覺得這樣很噁心	OOOOOOOOOOO
有的信仰很重的人會說這種情況是不自然的或不可能的	OOOOOOOOOOOOOOOOOOOOOOOO
可是話說回來很少電影有這樣的內容	OOOOOOOOOOOOOOOO
	
這部電影上台的時候它的評價很不錯	OOOOSSOOOOOOOOOO
但有人批評導演李安這樣拍同性戀的動作是完全沒有道德的	OOOOOOOOOOOOOOOOOOOOOOOOOO
不管評價好不好	OOOOOOO
有人覺得李安這次很大膽；敢公開得拍給人家看這種很敏感的題目	OOOOOOOOOOOOOOOROOOOOOOOOOOOO
	
一個主角已經過世了	OOOOOOOOO
但現在還有記者找「斷背山」的演員和導演訪問時問他們為何想做這一部很特殊的電影	OOOOOOOMOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
	
電影是在講述四位兄弟姐妹是如何到了傳說中的納尼亞王國來	OOOOOOOOOOOOOOOOOOOOOOOOOOR
其中也描述了他們之間的爭執、糾紛	OOOOOOOOOOOOOOOO
一直到他們對彼此的信任以及感謝	SSSOOOOOOOOOOOO
最後他們如何幫助納尼亞的陽光重返	OOMOOOOOOOOOOOOO
如何趕走了冰雪女王	OOOOOOOOO
	
沒有一個人可以	OOOOOOO
就如姊姊蘇珊所言：「我們不會放棄親人而不顧	OOOOOOOOOOOOOOOOOOOOO
我們是一起的	OOOOOO
一起奮戰到底	OOOOOO
為納尼亞	OOOO
也為我們	OOOO
」這時我不禁回想起	OOOOOOOOO
平常和我自己的姊姊和弟弟又是如何相處的	OOOOOOOOOOOOOOOOOOO
	
我最喜歡的一部電影叫做「不可能的任務」	OOOOOOOOOOOOOOOOOOO
我記得我是在我十歲生日看的	OOOOOOOOOOOMO
	
內容是勾勒一對住在革命路上的威勒夫婦	OOOSSOOOOOOOOOOOOO
因為對現實生活厭倦、疲憊	OOOOOOOOOOOO
所以希望能藉由出國找尋新生活新方向的故事	OOOOOOOOOOOOOOMOOOOO
	
我最喜歡的電影是不能說的秘密	OOOOOOOOOOOOOO
這部電影被彈鋼琴的學生展開	OOOOSOOOOOOOO
	
這部電影的很浪漫的結末讓我感動	OOOOOROOOSSOOOO
因為我知道他們的戀愛是超過時間的戀愛	OOOOOOOOOOOSSSSOOO
後來男主角知道他喜歡的女生是他爸爸的一千學生	OOOOOOOOOOOOOOOOOOSSMO
	
我來台灣後	OOOOO
也去這所學校	OOMOOO
看實在比看電影非常漂亮	OSSMOOOSSOO
我也想在這麼美麗的學校裡跟喜歡的人一起學習	OOOOOOOOOOOOOOOOOOOOO
很浪漫	OOO
	
我們平常的生活中的故事裡描述想像裡的愛情	MOOOOOOOOOOOOOOOOOOO
我也夢想漂亮的愛情	OOOOMSOOO
可是現在我在外國學習	OOOOOOOOOO
我沒有男朋友	OOOOOO
又孤單又很羨慕有男朋友的女生	OOOOOOOOOOOOOO
	
我看過三次	MOOOO
可是每次又新鮮感	OOOOSMOO
感動的故事	OOMOO
美麗的風景	OOOOO
我不會忘記我的記憶裡	OOOOOOOOOR
	
爭議的原因有兩個	OOOOOOOO
第一個是那部電影的過激性描寫	OOOOOOOOSSSSSS
第二個是它的政治上的立場	OOOOOOOOOOOO
	
那部電影的背景是抗日運動時代的上海	OOOOOOOOOOOOOOOOO
某個學生劇團演出抗日戲劇	OOOOOOOOOOOO
因為看他們的戲劇的觀眾的反應很熱烈	OOOOOOOOOOOOOOOOO
而他們要投入現實的政治運動	OOOOOOOOOOOOO
	
劇團裡有一個漂亮的女學生佳芝	OOOOOOOOOOOOOO
依佳芝的美貌	OOOOOO
他們想起了一個美人計的策略	OOSSROOOOOOOO
	
有一天	OOO
美人計的領導人說要暗殺那個高官	OOOOOOOOOOOOOOO
如果時間到了	OOOOOO
佳芝要打電話他們	OOOOOOMO
就他們合作殺他	SOOSSOO
	
佳芝的煩惱很大	OOOOOOO
為了愛國要殺自己愛上的男生嗎？或是為了救助自己愛上的男生犧牲自己跟朋友們的生命嗎？佳芝的最後決定是把自己的生命奉上她的愛人	OOOOOOOOOOOOOOOOOOOSSOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOSSOOOO
	
另外	OO
劇中每一首歌不只好聽	OOOOOOOOOO
並且歌詞都有很深奧的涵義	SSOOOOOOOOOO
讓聽的人感覺到自己就好像陷入了那個情節裡面	OOOOOOOOOOOOOOOOOOOOO
	
因為海報上寫「ＩＰＭＡＮ」而且男主角還滿有名的明星	OOOOOOOOOOOOOOOOOOMOOOOOO
奇怪	OO
怎麼海報上圖畫看起來很古代的樣子	OOOOOMOOOOOSSOOO
有一個人在打功夫的動作	OOOOOOOOOOO
難道是什麼電影啊？結果我跟朋友們一起看部電影「葉問」	SSOOOOOOOOOOOOOOOOOMOOOOOO
	
電影內容故事是真的	OOOOOOOOO
然後拍起來一部電影	OOSSSOOOO
電影內容有動作部分	OOOOOOOOO
也有談情說愛部分	OOOOOOOO
也跟香港日本打仗有關的	OOOOMOOOOOR
部電影有兩個半小時	MOOOOOOOO
很值得看	OOOO
	
我覺得最特別的地方是男主角的個性	OOOOOOOOOOOOOOOO
他很會打功夫也對別人很客氣	OOOOOOOOOOOOO
不會忘記別人的幫忙	OOOOOOOOO
也聽太太的話	OOOOOO
照顧家庭孩子	OOOOMO
很完美地演一個老師和爸爸	OOOOSOOOOOOO
	
這部電影讓所有的華人要自信	OOOOSOOOOOOOO
更加油站出來照顧華人的文化	OSSMOOSSOOOOO
不要被別人、別的國家欺負	OOOOOOOOOOOO
華人也是人	OOOOO
有生活目的	OOOOO
有生命	OOO
	
他們兩個只是一起過了一夜就有了小男孩	OOOOOOOOOOOOOOOOOO
但是媽媽的爸爸不同意	OOOOOOOOOO
所以就叫媽媽把孩子生下來以後就要給別人	OOOOOOOOOOOOOOOOOOO
而且要繼續讀音樂	OOOOOOOO
	
有一個教堂的神父發現小男孩是個音樂天才	OOOOOOOOOOOOOOOOOOO
所以神父就幫小男孩介紹了給一些大學的音樂作家	OOOOOSOOOOOROOOOOOOOOO
這些音樂作家都驚訝看到那麼小的孩子卻又那麼的厲害；所以就讓他帶一場演奏	OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOSOOOO
	
我會喜歡這部電影因為它很感動	OOOOOOOOMOOOOO
也因為有讓我有一種不要放棄的感覺	ORRROOOOOOOOOOOO
	
這部電影有好多很特別的地方	OOOOOOOOOOOOO
像是：那個小男孩很勇敢和很堅持要找到他的父母	OOOOOOOOOOOSOOOOOOOOOO
還有怎麼樣音樂可以表達我們的心情和我們沒辦法說出來的話	OOWWWWWWWOOOOOOOOOOOOOOOOOO
	
我也會喜歡是因為它跟其他的故事不太像	OROOOOOOOOOOOOOOOO
因為其他的故事都是爸爸媽媽找到了孩子	OOOOOOOOOOOOOOOOOO
不是因為孩子把他們兩個給合在一起的	OOOOOOOOOOOOSOOOO
	
我對這部電影很有興趣	OOOOOOOOOO
還有對我很特別	OOMOMOO
因為我看了的時候是第最後一次我跟我最好的朋友在一起	OOOOROOOOROOOOOOOOOOOOOOO
那個時候我要來台灣五年留學；現在還沒回去	OOOOOOOOOWWWWOOOOOOO
所以我很想她	OOOOOO
	
ＢｉｌｌｙＥｌｌｉｏｔ是一個英國男孩子	OOOOOOOOOOOOOOOOOOO
他是十二歲；他對芭蕾舞有興趣	OROOOOOOOOOOOO
可是他很怕告訴他的爸爸	OOOOOOOOOOO
因為他的爸爸想只有女生跳芭蕾舞	OOOOOOSOOOOMOOO
	
可是Ｂｉｌｌｙ還要學	OOOOOOOSSO
他不告訴他爸爸	OOOOOOO
他在一個人學	OROOOO
忽然Ｂｉｌｌｙ認識了一個女生	OOOOOOOOOOOOOO
那個女生以後成為他芭蕾舞的老師	OOOOOOOOOOOOOOO
	
這個故事讓我們知道	OOOOOOOOO
我們總是要做我們最喜歡的東西	OOOOOOOOOOOOOO
這樣我們的生活比較高興	OOOOOOOOOSS
也讓別人很高興	OOOOOOO
	
我最喜歡的電影是美國的卡通叫做「ＴＯＹＳＴＯＲＹ」	OOOOOOOOOOOOOOOOOOOOOOOOO
本來是為了學英文我要看這部電影	OOOOOOOOOSOOOOO
可是看得很多次也是沒有看膩	OOORMOOOROOOO
	
玩具、娃娃原來沒有生命	OOOOOOOOOOO
可是這部電影裡	OOMOOOO
他們好像人一樣有感情	OOOOOOOOOO
人家不在的時候	SSOOOOO
或晚上	OOO
他們會開始動	OOOOOO
	
從小時候會知道要愛惜東西的話	OOMOSOOOOOOOOO
長大以後也是好的大人吧	OOOOOMOOOOO
	
整體而言這部片不但可以一飽眼福	OOOOOOOOOOOOOOO
也可以讓人透過這部片放鬆平時累積的壓力	OOOOOOOOOOSSOOOOOOO
也可以讓從小嚮往在天空飛行的我滿足一下當美國超人的幻想	OOOOOOOOOOOOOOOOOOOOOOOOOOO
	
很久沒有和同學們一起去看電影	OOOOOOOOOOOOOO
結果上星期日特別挑選一部電影最近當紅〝葉問２〞	SSOOOOOOOOOOSSSSSSOOOOO
找同學一起去欣賞	OOOOOOOO
	
電影裡描述葉問	OOOOOOO
一位武術老師	OOOOOO
為了生活開一家武術館養妻兒	OOOOOOOOOOOOO
可是途中碰到很多困難	OOOOOOOOOO
他還是站住在他的立場	OOOSSSOOOO
不像一般人「半途而廢」	OOOOOOOOOOO
也不是完全為了錢而教武術	OOSOOOOOOOOO
	
這部電影沒有什麼特別的地方	OOOOOOOOOOOOO
只不過看完以後讓人滿懷念老一輩子留下來的武術有多麼珍惜	OOOOOOOOOOOOSSSSOOOOOOOOOSS
成功不是從天上掉下來的	OOOOOOOOOOO
而是經過苦練和磨鍊	OOOOOOOOO
葉問只是代表中國武術其中之一	OOOOOOOOOOOOOO
還有無數的人每天在保留轉武功給下一代	OOOOOOOOOSSMOOOOOO
	
有一次他跟外婆一起去賣菜時	OOOOOOOOOOOOO
到回家時他坐車、外婆走路	OOOOOOOOOOOO
到了家	OOO
他等了很久	OOOOO
可是都沒看見外婆在哪	OOOOOOOOOO
最後他看見外婆在走路回家	OOOOOOOOOOOO
他很感動	OOOO
	
這部電影有特別的地方是最後他不討厭他的外婆	OOOOSOOOOOOOOOOOOOOOO
而且幫外婆做很多小小的事	OOOOOOOOOOOO
所以我很感動	OOOOOO
	
長大的時候我也常常看那部電影	OOOOOOOOOOOOOO
從那部電影我學到很多東西	WWWWWWOOOOOO
	
那部電影演是：有一個家庭住在城市	OOOOOMOOOOSSSSSS
這家只有一個孩子	OOOOOOOO
那個孩子五歲了	OOOOOOO
放假的時候	OOOOO
他的爸媽送他回鄉下跟外婆住在一起	OOOOOOOOOOOOOOOO
	
外婆的生活很辛苦	OOOOOOOO
沒有錢	OOO
每天外婆都去工作	OOOOOOOO
那個小孩跟外婆一起住在的時候	OOOOOOOOOSSOOO
他並不喜歡外婆	OOOOOOO
還罵外婆是笨蛋	OOOOOOO
	
時間過去	OOOO
外婆幫這個孩子很多	OOSOOOOOO
洗衣服啊、剪頭髮啊甚麼的	OOOOOOOOOOOO
有一天外婆生病了	OOOOOOOO
那個小男孩才懂外婆對他的生活很重要	OOOOOOOOOOOOOOOOO
	
做的時候還很高高興興跟朋友說：我會做飯	OOOOOROOOOMOOOOOOOO
雖然他做飯不好吃	OOOOOOOO
可是在外婆心內	OOOOOSS
沒有甚麼東西比這個東西好吃	OOOOOOOOOOOOO
	
每次看這部電影	OOOOOOO
我都想起我姑姑來	OOMOOOOO
	
有一天	OOO
他發現了自己的腦有點問題	OOOOOOOOOOOO
然後來開刀	OOSOO
但是開刀以後	OOOOOO
他什麼事情都不記得了	OOOOOOOOOO
他媽媽用這個時間	OOOSOOOO
叫他的女朋友離開	OOOOOOOO
	
她搬了搬到一個村子	ORROOOOOO
然後在那邊出生他們的孩子	OOOOOSSOOOOO
沒想到	OOO
六年以後	OOOO
他們突然在那村子見面	OOOOOOOOOO
	
雖然第一次見面	OOOOOOO
那男主角不會記得他以前的女朋友	OOOOOROOOOOOOOO
但是因為發生了很多事情會讓那個男主角記得他們的回憶	OOOOOOOOOOOROOOOOOOOOOOOO
	
我這一個人很喜歡看電影	OOOOOOOOOOO
剛好我們學校讓圖書館有很豐富的電影部	OOOOOOROOOOOOOOOOS
我常常去那邊看電影	OOOOOOOOO
我上個禮拜看了一部很好看的電影「我的姊姊秘密」	OOOOOOOOOOOOOOOOOWWWOOO
	
電影裡面有一個很幸福家庭：媽媽	OOOOOOOOOOMOOOO
爸爸	OO
哥哥	OO
姊姊還有妹妹	OOOOOO
雖然他們很幸福	OOOOOOO
但是他們的孩子病得很嚴重	OOOOOOOOOOOO
全家知道她會死掉	OOOOOOOO
可是他們大家還是努力地做一個很快樂的家庭	OOOOOOOOOOOSOOOOOOOO
貢獻他們的心力	OOOOOOO
	
看這部電影的時候我也感覺很難過	OOOOOOOOOOOOOOO
因為我看得到他們怎麼努力做這個家庭幸福	OOOOOOOOOOOOSOOOOOO
同時每一個人裡面有秘密	OOOOOOOOMOO
	
我覺得很重要的信就是要互相鼓勵	OOOOOOOSOOOOOOO
互相影響	OOOO
我覺得這就是最大的力量	OOOOOOOOOOO
	
這部電影是美國的公司拍的	OOOOOOOOOOOO
而且也是在美國拍的	OOOOOOOOO
為什麼我喜歡這部電影呢？是因為這部電影有我最喜歡的歌名表演	OOOOOOOOOOOOOOOOOOOOOOOOOSSMO
她叫ＭａｎｄｙＭｏｏｒｅ	OOOOOOOOOOOO
	
每天沒有來上課被媽媽罵	OOOOOOOOOOO
而且有可能學校不要他了	OOOOOOOOOOO
是因為他的成績很低	OOOOOOOOO
所以他一定要找一個朋友幫他教課	OOOOOOOOOOOOOSS
	
因為這個原因讓他認識這位女生	OOOOOOOOOOMOOO
那時候這個女生給男生一個規定是不能愛上她	OOOOOOOOOOOOOOOOOOOO
因為她有一個祕密是她的血有問題	OOOOOOOOOOOOOOO
還有生命不長的	OOMOOOR
	
那時候男生說當然他並不要愛這位女生	OOOOOOOOMOOROOOOO
後來是因為每天都在一起	OOOOOOOOOOO
男生對女生很好	OOOOOOO
男生已經愛上這女生了	OOOOOOOOOO
後來女生知道就跑走	OOOOOOOOO
而且那時候女生的身體真的不好了	OOOOOOOOOOOOOOO
所以可以跟男生見面	OOMSOOOOO
	
後來男生知道女生快死掉了	OOOOOOOOOOOO
因為男生真的愛女生	OOOOOOOOO
所以他跟女生的爸爸說：不好意思	OOOOOOOOOOOOOOO
他要跟女生結婚	OOOOOOO
是為了最後的生命可以在一起	OOOMMMMMOOOOO
	
女生死掉前	OOOOO
男生帶女生去公園一起看星星	OOOOOOOOOOOOO
開音樂	SOO
而且在樹下跳舞	OOOOOOO
真浪漫	OOO
女生死掉以後	OOOOOO
男生被錄取會念醫學	OOOOOSOOO
全部是因為這位女生鼓勵她	OOMOOOOOOOOO
	
二十五歲的時候	OOOOOOO
已經覺得看電影不會讓我哭	OOOOOOOOOOOO
可是我錯誤了	OOOSSO
因為有一部電影	OOOOOOO
英文叫作「ＴｈｅＷｈａｌｅＲｉｄｅｒ」	OOOOOOOOOOOOOOOOOOO
是一個非常感動的電影	OOSOOMOOOO
	
看這部電影的人也可以開始懂「Ｍａｏｒｉ」人	OOOOOOOOOOOOOOOOOOOOO
覺得她們的祭祖是從哪裡來到紐西蘭	SSOOOSSOOOOOOOOO
還有怎麼來這個國家	OOOOOOOOO
因此向紐西蘭的歷史和文化來說	OOSOOOOOOOOOOO
這部電影有重要性	OOOOOOOO
老師把它當作有用的教學材料	OOMOOOOOOOOOO
	
對於「Ｍａｏｒｉ」人怎麼來到紐西蘭	OOOOOOOOOOOOOOOOO
這個問題來說	MOOOOO
故事裡的男主角	OOOOOOO
一位老爺爺	OOOOO
也是組長	OOOO
他告訴大家一個傳說	OOOOOOOOO
從很遠的太洋平島	OOOOOOOO
族祭祖坐在鯨魚背上來到紐西蘭	SSSOOOOOOOOOOO
	
故事裡的高潮	OOOOOO
最讓人感動的部分	MOOOOOOO
是當這個有能幹的女孩總算得到她爺爺的知與愛	OOOOROOOOOOOOOOOOOSOO
	
很多鯨魚迷路了	OOOOOOO
錯誤地把他們在海灘上不會動	RRRROOOOOOOOO
老爺爺和全部的人都很芒刺在背	OOOOOOOOOMSSSS
坐在針氈的用水安慰鯨魚群	SSSSSOOOOOOO
可是他們不知道怎麼使鯨魚回去海裡	OOOOOOOOOOOOOOOO
	
很久以前	OOOO
一個男生（主角）從十字軍生病回家了	OOOOOOOOSSSSSSSSS
他的老家有錢	OOOOOO
爸爸生意很好	OOOOOO
他的爸爸媽媽很高興寵愛的兒子回來了	OOOOOOOOOOOOOOOOO
	
那一天	SSS
他起床的時候看到一隻小鳥飛起來他家的頂樓	OOOOOOOOOOOOSSSOOOOO
他聽到小鳥的聲音	OOOOOOOO
就起床想抓它	OOOOOO
他慢慢地靠近小鳥	OOOOOOOO
終於把它抓了	OOOOSO
不過他把他的兩手一分開	OOMMMMMMMMM
小鳥就飛走了	OOOOOO
	
電影上	OOS
義大利四季的風景特別漂亮	OOOOOOOOOOOO
讓我很感動	OOOOO
而且	OO
他的活動讓我想了想過日子的秘訣	OOOOOOSSSOOOOOO
他不騙人	OOOO
他不要求太多錢	OOOOOOO
他的生活真的簡單	OOOOOOOO
	
現在很多人想買高級的車子	OOOOOOOOOOOO
漂亮的衣服	OOOOO
名牌的東西	OOOOO
等等	OO
可是	OO
對我們來說	OOOOO
真的寶貝是什麼？看這部電影後	OOOOOOOOOMOOOO
我覺得誰都自己自動想一想	OOOOOMOSSOOO
	
昨天我看了一部新的電影	OOOOOOOOOOO
電影的名是「鋼鐵俠２」	OOOSOOOOOOO
	
因為在第一集的電影是說	OOOOOOOOOOO
他怎麼做的鋼鐵衣	OOOOWWWW
然後跟他合作的人怎麼騙他的計畫	OOOOOOOOOOOOOOO
也自己做了他的鋼鐵衣	OOOOOOOOOO
後來這個騙他的人想要自己執行公司	OOOOOOOOOOOOOOSS
	
在第二集的影片	OOOOOOO
在這部影片的特別是	ROOOOWWWO
有更進步的方式來做新的能源	OOOOOOOOOOOOO
也增加幾件鋼鐵衣	OOOOOOOO
後來他想起以前小的時候	OOOOOOOOOOO
他的爸爸怎麼教導他一件事情	OOOOOOOOOMOOO
然後他也完成了制造新的能源	OOOOOOOOOOOOO
	
可是有一天他參加的一場Ｆ１比賽	OOOOOOOOOOOOOOO
遭遇了恐怖分子	OOOOOOO
讓他的汽車弄碎了	SOOOOOOO
這個恐怖分子不喜歡他	OOOOOOOOOO
所以想要跟他拼命	OOOOOOOO
	
那部電影的內容是說在１９４９年那時候	OOOOOOOOOOOOOOOOOO
中國的情景很混亂	OOOSSOOO
有一個台灣的記者到上海工作	OOOOOOOOOOOOO
他遇到一個上海很漂亮的女生	OOOOOSSSSSSSS
後來他們倆發生感情	OOOOOSSOO
	
就是在１９４９年那年	OOOOOOOOOO
中國也發生一個很重大的事件	OOOOOOOOOOOOO
國民黨輸了共產黨	OOOSOOOO
要跑來台灣	OOOOO
同那時候	OOOO
那個男生也要回台灣看媽媽再生重病	OOOOOOOOOOSSSSSS
所以他們決定要回台灣	OOOOOOOOOO
	
臨走之前	OOOO
那個男生遇到意外不能回台灣	OOOOSSMOOOOOO
只有那個女生一個人回台灣	OOOOOOOOOOOO
所以從那時候	OOOOOO
他們兩個不能見面了	OOOOOOMOO
那個女生來台灣之後收到丈夫已經死亡的消息非常痛苦	OOOOOOOOOOOOOOOOOOOOOOOO
	
又說那個男生不能回台灣之後	MSOOOOOOOOOOO
一直在上海等妻子回來	OOOOOOOOOO
但他們兩個到４０多年後	OOOOOOOOOOO
兩邊的政府開放之後才有再見面的機會	OOOOOOOOOOOOOOOOO
	
我最喜歡的一部電影就是「海角七號」	OOOOOOOOOOOOOOOOO
這部電影在台灣受到了很多人的歡迎	OOOOOOOOOOOOOOOO
這部電影是在台灣的南部做了	OOOOOOOOOOOSS
	
到南部之時候	OOOSOO
他發現了那邊跟台北比起來很差	OOOOOOMOOOOOOO
他沒有習慣南部生活的慢速度	OSSOOOOOOOOOO
而且他不太了解南部的文化	OOOOOOOOOOOO
	
我喜歡這部電影之所以就是因為它的內容很代表台灣的傳統文化	OWWWWWWWWWOOOOOOOOOOOOOOOOOO
雖然我是外國人	OOOOOOO
我還了解一點的台灣文化	OSOOOOROOOO
	
我從小到大很喜歡看電影	OOOOOOOOOOO
我看過了非常多部電影	OOOROOOOOO
每一部都有它的意義	OOOOOOOOO
有些部我看過了就沒有什麼興趣	OOROOOOOOOOOOO
有些部我看過就不會忘記	OOROOOOOOOO
	
不過	OO
我最喜歡的是「西遊記」	OOOOOOOOOOO
我很小時候已經看這部電影了	OOOMOOOOMOOOO
以下是我要告訴你們為什麼我很喜歡這部	OOROOOOOOOOOOOOOOO
	
「西遊記」是很有名的中國古代文學	OOOOOOOOOOOOOOOO
現在才有電影	OOOSOO
它有二十多集	OOOOOO
在這部電影	OOOOO
有四位主要的人物	OOOOOOOO
	
我最喜歡這部由於他們四位主角每一位都有很特別的性格和才能	OOOOOOMOOOOOOOOOOOOOOOOOOOOO
他們每條路都碰到妖怪	OOOOOOOOOO
他們很努力才去過	OOOOOOMO
	
另外兩個主角我真沒有興趣	OOOOOOOOOOOO
就是說	MOO
他們的性格跟才能沒有什麼特別	OOOOOOOOOOOOOO
	
我覺得「西遊記」是很有意思和有趣的電影	OOOOOOOOOOOOOOOOOOO
我們一輩子都看過最少一次了	OOOOOOOOOOOOR
	
「柯南」不像普通的卡通片	OOOOOOOOOOOO
因為看「柯南」會讓我們想一想到底發生什麼事情	OOOOOOOOOOOOOOOOOOMOOO
讓我們動一動腦筋結果是誰殺人？	OOOOOOOOMOMOOOO
「柯南」的影片內容是發生一件事情	OOOOOOOOOOOOMOOO
大多數是有人突然間去世了	OOOOOOOOOOOO
去世的情況不太正常	OOOOOOOOO
大部分是因為被害人就過世了	OOOOOOOOOSOOO
有時候剛好那時有柯南	OOOOOOOOOO
他叔叔	OOO
他的朋友或警察在現場	OOOOOOOOOO
所以每次由柯南他們來解決	OOOOOOOOOOOO
	
然後柯南他們一起找證據	OOOOOOOOOOO
原因	OO
理由	OO
等	O
來證明是誰當殺人罪	OOOOOSOOO
那時候我們（觀眾）要動一動自己的腦筋：誰是殺人罪？	OOOOOOOOOOOOOOOOOOOOOSSSO
我是很喜歡看電影的人	OOOOOOOOOO
特別是愛情的影片	OOOOOOOO
很浪漫讓我來輕輕鬆鬆享受我休息的時間	OOOOOSOOOOOOOOOOOO
